SampleID,HmGene,Chr,Start,HPVType,HPVStart,HPVGene,Support,Split,HmStrand,HPVStrand,Source,annot,from,SampleID_HPV,SampleID_HmGene,sample_chr_start,total_read,HmGene_chr_start_annot,unique_ID
3687-SS-11,ASPN,chr9,92599896,HPV16,3624,E2,8,12,-,+,Survirus,right_two,neargenes,3687-SS-11_HPV16,3687-SS-11_ASPN,3687-SS-11_chr9_92599896,20,ASPN_chr9_92599896_right_two_HPV16_3624,3687-SS-11_ASPN_chr9_92599896_HPV16_3624
4165-SS-41,ADARB2,chr10,1564605,HPV16,3682,E2,8,15,+,-,Survirus,integration,neargenes,4165-SS-41_HPV16,4165-SS-41_ADARB2,4165-SS-41_chr10_1564605,23,ADARB2_chr10_1564605_integration_HPV16_3682,4165-SS-41_ADARB2_chr10_1564605_HPV16_3682
4165-SS-41,LINC00200,chr10,1564605,HPV16,3682,E2,8,15,+,-,Survirus,left_one,neargenes,4165-SS-41_HPV16,4165-SS-41_LINC00200,4165-SS-41_chr10_1564605,23,LINC00200_chr10_1564605_left_one_HPV16_3682,4165-SS-41_LINC00200_chr10_1564605_HPV16_3682
4165-SS-41,LINC00700,chr10,1564605,HPV16,3682,E2,8,15,+,-,Survirus,right_one,neargenes,4165-SS-41_HPV16,4165-SS-41_LINC00700,4165-SS-41_chr10_1564605,23,LINC00700_chr10_1564605_right_one_HPV16_3682,4165-SS-41_LINC00700_chr10_1564605_HPV16_3682
4165-SS-41,WDR37,chr10,1564605,HPV16,3682,E2,8,15,+,-,Survirus,left_two,neargenes,4165-SS-41_HPV16,4165-SS-41_WDR37,4165-SS-41_chr10_1564605,23,WDR37_chr10_1564605_left_two_HPV16_3682,4165-SS-41_WDR37_chr10_1564605_HPV16_3682
4165-SS-41,MIR6072,chr10,1564605,HPV16,3682,E2,8,15,+,-,Survirus,right_two,neargenes,4165-SS-41_HPV16,4165-SS-41_MIR6072,4165-SS-41_chr10_1564605,23,MIR6072_chr10_1564605_right_two_HPV16_3682,4165-SS-41_MIR6072_chr10_1564605_HPV16_3682
4165-SS-41,ADARB2,chr10,1547252,HPV16,1167,E1,4,6,-,+,Survirus,integration,neargenes,4165-SS-41_HPV16,4165-SS-41_ADARB2,4165-SS-41_chr10_1547252,10,ADARB2_chr10_1547252_integration_HPV16_1167,4165-SS-41_ADARB2_chr10_1547252_HPV16_1167
4165-SS-41,LINC00200,chr10,1547252,HPV16,1167,E1,4,6,-,+,Survirus,left_one,neargenes,4165-SS-41_HPV16,4165-SS-41_LINC00200,4165-SS-41_chr10_1547252,10,LINC00200_chr10_1547252_left_one_HPV16_1167,4165-SS-41_LINC00200_chr10_1547252_HPV16_1167
4165-SS-41,LINC00700,chr10,1547252,HPV16,1167,E1,4,6,-,+,Survirus,right_one,neargenes,4165-SS-41_HPV16,4165-SS-41_LINC00700,4165-SS-41_chr10_1547252,10,LINC00700_chr10_1547252_right_one_HPV16_1167,4165-SS-41_LINC00700_chr10_1547252_HPV16_1167
4165-SS-41,WDR37,chr10,1547252,HPV16,1167,E1,4,6,-,+,Survirus,left_two,neargenes,4165-SS-41_HPV16,4165-SS-41_WDR37,4165-SS-41_chr10_1547252,10,WDR37_chr10_1547252_left_two_HPV16_1167,4165-SS-41_WDR37_chr10_1547252_HPV16_1167
4165-SS-41,MIR6072,chr10,1547252,HPV16,1167,E1,4,6,-,+,Survirus,right_two,neargenes,4165-SS-41_HPV16,4165-SS-41_MIR6072,4165-SS-41_chr10_1547252,10,MIR6072_chr10_1547252_right_two_HPV16_1167,4165-SS-41_MIR6072_chr10_1547252_HPV16_1167
4165-SS-29,CNTN5,chr11,98284836,HPV16,6764,L1,1,2,+,+,Survirus,integration,neargenes,4165-SS-29_HPV16,4165-SS-29_CNTN5,4165-SS-29_chr11_98284836,3,CNTN5_chr11_98284836_integration_HPV16_6764,4165-SS-29_CNTN5_chr11_98284836_HPV16_6764
4165-SS-29,JRKL,chr11,98284836,HPV16,6764,L1,1,2,+,+,Survirus,left_one,neargenes,4165-SS-29_HPV16,4165-SS-29_JRKL,4165-SS-29_chr11_98284836,3,JRKL_chr11_98284836_left_one_HPV16_6764,4165-SS-29_JRKL_chr11_98284836_HPV16_6764
4165-SS-29,ARHGAP42,chr11,98284836,HPV16,6764,L1,1,2,+,+,Survirus,right_one,neargenes,4165-SS-29_HPV16,4165-SS-29_ARHGAP42,4165-SS-29_chr11_98284836,3,ARHGAP42_chr11_98284836_right_one_HPV16_6764,4165-SS-29_ARHGAP42_chr11_98284836_HPV16_6764
4165-SS-29,JRKL-AS1,chr11,98284836,HPV16,6764,L1,1,2,+,+,Survirus,left_two,neargenes,4165-SS-29_HPV16,4165-SS-29_JRKL-AS1,4165-SS-29_chr11_98284836,3,JRKL-AS1_chr11_98284836_left_two_HPV16_6764,4165-SS-29_JRKL-AS1_chr11_98284836_HPV16_6764
4165-SS-29,TMEM133,chr11,98284836,HPV16,6764,L1,1,2,+,+,Survirus,right_two,neargenes,4165-SS-29_HPV16,4165-SS-29_TMEM133,4165-SS-29_chr11_98284836,3,TMEM133_chr11_98284836_right_two_HPV16_6764,4165-SS-29_TMEM133_chr11_98284836_HPV16_6764
2536-KZ-34-FS,SF1,chr11,64769582,HPV16,2189,E1,2,4,-,+,Survirus,integration,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_SF1,2536-KZ-34-FS_chr11_64769582,6,SF1_chr11_64769582_integration_HPV16_2189,2536-KZ-34-FS_SF1_chr11_64769582_HPV16_2189
2536-KZ-34-FS,PYGM,chr11,64769582,HPV16,2189,E1,2,4,-,+,Survirus,left_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_PYGM,2536-KZ-34-FS_chr11_64769582,6,PYGM_chr11_64769582_left_one_HPV16_2189,2536-KZ-34-FS_PYGM_chr11_64769582_HPV16_2189
2536-KZ-34-FS,MAP4K2,chr11,64769582,HPV16,2189,E1,2,4,-,+,Survirus,right_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_MAP4K2,2536-KZ-34-FS_chr11_64769582,6,MAP4K2_chr11_64769582_right_one_HPV16_2189,2536-KZ-34-FS_MAP4K2_chr11_64769582_HPV16_2189
2536-KZ-34-FS,RASGRP2,chr11,64769582,HPV16,2189,E1,2,4,-,+,Survirus,left_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_RASGRP2,2536-KZ-34-FS_chr11_64769582,6,RASGRP2_chr11_64769582_left_two_HPV16_2189,2536-KZ-34-FS_RASGRP2_chr11_64769582_HPV16_2189
2536-KZ-34-FS,MEN1,chr11,64769582,HPV16,2189,E1,2,4,-,+,Survirus,right_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_MEN1,2536-KZ-34-FS_chr11_64769582,6,MEN1_chr11_64769582_right_two_HPV16_2189,2536-KZ-34-FS_MEN1_chr11_64769582_HPV16_2189
4165-SS-49,SOX5,chr12,23804740,HPV16,2850,E2,4,5,+,+,Survirus,integration,neargenes,4165-SS-49_HPV16,4165-SS-49_SOX5,4165-SS-49_chr12_23804740,9,SOX5_chr12_23804740_integration_HPV16_2850,4165-SS-49_SOX5_chr12_23804740_HPV16_2850
4165-SS-49,ETNK1,chr12,23804740,HPV16,2850,E2,4,5,+,+,Survirus,left_one,neargenes,4165-SS-49_HPV16,4165-SS-49_ETNK1,4165-SS-49_chr12_23804740,9,ETNK1_chr12_23804740_left_one_HPV16_2850,4165-SS-49_ETNK1_chr12_23804740_HPV16_2850
4165-SS-49,MIR920,chr12,23804740,HPV16,2850,E2,4,5,+,+,Survirus,right_one,neargenes,4165-SS-49_HPV16,4165-SS-49_MIR920,4165-SS-49_chr12_23804740,9,MIR920_chr12_23804740_right_one_HPV16_2850,4165-SS-49_MIR920_chr12_23804740_HPV16_2850
4165-SS-49,C2CD5,chr12,23804740,HPV16,2850,E2,4,5,+,+,Survirus,left_two,neargenes,4165-SS-49_HPV16,4165-SS-49_C2CD5,4165-SS-49_chr12_23804740,9,C2CD5_chr12_23804740_left_two_HPV16_2850,4165-SS-49_C2CD5_chr12_23804740_HPV16_2850
4165-SS-49,ST8SIA1,chr12,23804740,HPV16,2850,E2,4,5,+,+,Survirus,right_two,neargenes,4165-SS-49_HPV16,4165-SS-49_ST8SIA1,4165-SS-49_chr12_23804740,9,ST8SIA1_chr12_23804740_right_two_HPV16_2850,4165-SS-49_ST8SIA1_chr12_23804740_HPV16_2850
3687-SS-9,BTG1,chr12,92172831,HPV16,3087,E2,2,3,+,+,Survirus,integration,neargenes,3687-SS-9_HPV16,3687-SS-9_BTG1,3687-SS-9_chr12_92172831,5,BTG1_chr12_92172831_integration_HPV16_3087,3687-SS-9_BTG1_chr12_92172831_HPV16_3087
3687-SS-9,LINC01619,chr12,92172831,HPV16,3087,E2,2,3,+,+,Survirus,left_one,neargenes,3687-SS-9_HPV16,3687-SS-9_LINC01619,3687-SS-9_chr12_92172831,5,LINC01619_chr12_92172831_left_one_HPV16_3087,3687-SS-9_LINC01619_chr12_92172831_HPV16_3087
3687-SS-9,CLLU1OS,chr12,92172831,HPV16,3087,E2,2,3,+,+,Survirus,right_one,neargenes,3687-SS-9_HPV16,3687-SS-9_CLLU1OS,3687-SS-9_chr12_92172831,5,CLLU1OS_chr12_92172831_right_one_HPV16_3087,3687-SS-9_CLLU1OS_chr12_92172831_HPV16_3087
3687-SS-9,CLLU1,chr12,92172831,HPV16,3087,E2,2,3,+,+,Survirus,left_two,neargenes,3687-SS-9_HPV16,3687-SS-9_CLLU1,3687-SS-9_chr12_92172831,5,CLLU1_chr12_92172831_left_two_HPV16_3087,3687-SS-9_CLLU1_chr12_92172831_HPV16_3087
3687-SS-9,DCN,chr12,92172831,HPV16,3087,E2,2,3,+,+,Survirus,right_two,neargenes,3687-SS-9_HPV16,3687-SS-9_DCN,3687-SS-9_chr12_92172831,5,DCN_chr12_92172831_right_two_HPV16_3087,3687-SS-9_DCN_chr12_92172831_HPV16_3087
4165-SS-49,CCDC60,chr12,119409333,HPV16,1820,E1,11,19,+,+,Survirus,integration,neargenes,4165-SS-49_HPV16,4165-SS-49_CCDC60,4165-SS-49_chr12_119409333,30,CCDC60_chr12_119409333_integration_HPV16_1820,4165-SS-49_CCDC60_chr12_119409333_HPV16_1820
4165-SS-49,LINC00934,chr12,119409333,HPV16,1820,E1,11,19,+,+,Survirus,left_one,neargenes,4165-SS-49_HPV16,4165-SS-49_LINC00934,4165-SS-49_chr12_119409333,30,LINC00934_chr12_119409333_left_one_HPV16_1820,4165-SS-49_LINC00934_chr12_119409333_HPV16_1820
4165-SS-49,TMEM233,chr12,119409333,HPV16,1820,E1,11,19,+,+,Survirus,right_one,neargenes,4165-SS-49_HPV16,4165-SS-49_TMEM233,4165-SS-49_chr12_119409333,30,TMEM233_chr12_119409333_right_one_HPV16_1820,4165-SS-49_TMEM233_chr12_119409333_HPV16_1820
4165-SS-49,HSPB8,chr12,119409333,HPV16,1820,E1,11,19,+,+,Survirus,left_two,neargenes,4165-SS-49_HPV16,4165-SS-49_HSPB8,4165-SS-49_chr12_119409333,30,HSPB8_chr12_119409333_left_two_HPV16_1820,4165-SS-49_HSPB8_chr12_119409333_HPV16_1820
4165-SS-49,PRKAB1,chr12,119409333,HPV16,1820,E1,11,19,+,+,Survirus,right_two,neargenes,4165-SS-49_HPV16,4165-SS-49_PRKAB1,4165-SS-49_chr12_119409333,30,PRKAB1_chr12_119409333_right_two_HPV16_1820,4165-SS-49_PRKAB1_chr12_119409333_HPV16_1820
4165-SS-49,SOX5,chr12,23804746,HPV16,3472,"E2,E4",3,5,-,-,Survirus,integration,neargenes,4165-SS-49_HPV16,4165-SS-49_SOX5,4165-SS-49_chr12_23804746,8,SOX5_chr12_23804746_integration_HPV16_3472,4165-SS-49_SOX5_chr12_23804746_HPV16_3472
4165-SS-49,ETNK1,chr12,23804746,HPV16,3472,"E2,E4",3,5,-,-,Survirus,left_one,neargenes,4165-SS-49_HPV16,4165-SS-49_ETNK1,4165-SS-49_chr12_23804746,8,ETNK1_chr12_23804746_left_one_HPV16_3472,4165-SS-49_ETNK1_chr12_23804746_HPV16_3472
4165-SS-49,MIR920,chr12,23804746,HPV16,3472,"E2,E4",3,5,-,-,Survirus,right_one,neargenes,4165-SS-49_HPV16,4165-SS-49_MIR920,4165-SS-49_chr12_23804746,8,MIR920_chr12_23804746_right_one_HPV16_3472,4165-SS-49_MIR920_chr12_23804746_HPV16_3472
4165-SS-49,C2CD5,chr12,23804746,HPV16,3472,"E2,E4",3,5,-,-,Survirus,left_two,neargenes,4165-SS-49_HPV16,4165-SS-49_C2CD5,4165-SS-49_chr12_23804746,8,C2CD5_chr12_23804746_left_two_HPV16_3472,4165-SS-49_C2CD5_chr12_23804746_HPV16_3472
4165-SS-49,ST8SIA1,chr12,23804746,HPV16,3472,"E2,E4",3,5,-,-,Survirus,right_two,neargenes,4165-SS-49_HPV16,4165-SS-49_ST8SIA1,4165-SS-49_chr12_23804746,8,ST8SIA1_chr12_23804746_right_two_HPV16_3472,4165-SS-49_ST8SIA1_chr12_23804746_HPV16_3472
2536-KZ-17-FS,GABRB3,chr15,26749375,HPV16,6694,L1,1,2,-,+,Survirus,integration,neargenes,2536-KZ-17-FS_HPV16,2536-KZ-17-FS_GABRB3,2536-KZ-17-FS_chr15_26749375,3,GABRB3_chr15_26749375_integration_HPV16_6694,2536-KZ-17-FS_GABRB3_chr15_26749375_HPV16_6694
2536-KZ-17-FS,LINC00929,chr15,26749375,HPV16,6694,L1,1,2,-,+,Survirus,left_one,neargenes,2536-KZ-17-FS_HPV16,2536-KZ-17-FS_LINC00929,2536-KZ-17-FS_chr15_26749375,3,LINC00929_chr15_26749375_left_one_HPV16_6694,2536-KZ-17-FS_LINC00929_chr15_26749375_HPV16_6694
2536-KZ-17-FS,GABRA5,chr15,26749375,HPV16,6694,L1,1,2,-,+,Survirus,right_one,neargenes,2536-KZ-17-FS_HPV16,2536-KZ-17-FS_GABRA5,2536-KZ-17-FS_chr15_26749375,3,GABRA5_chr15_26749375_right_one_HPV16_6694,2536-KZ-17-FS_GABRA5_chr15_26749375_HPV16_6694
2536-KZ-17-FS,LINC02346,chr15,26749375,HPV16,6694,L1,1,2,-,+,Survirus,left_two,neargenes,2536-KZ-17-FS_HPV16,2536-KZ-17-FS_LINC02346,2536-KZ-17-FS_chr15_26749375,3,LINC02346_chr15_26749375_left_two_HPV16_6694,2536-KZ-17-FS_LINC02346_chr15_26749375_HPV16_6694
2536-KZ-17-FS,ATP10A,chr15,26749375,HPV16,6694,L1,1,2,-,+,Survirus,right_two,neargenes,2536-KZ-17-FS_HPV16,2536-KZ-17-FS_ATP10A,2536-KZ-17-FS_chr15_26749375,3,ATP10A_chr15_26749375_right_two_HPV16_6694,2536-KZ-17-FS_ATP10A_chr15_26749375_HPV16_6694
3687-SS-1,WWOX,chr16,78980508,HPV16,3205,E2,8,10,+,-,Survirus,integration,neargenes,3687-SS-1_HPV16,3687-SS-1_WWOX,3687-SS-1_chr16_78980508,18,WWOX_chr16_78980508_integration_HPV16_3205,3687-SS-1_WWOX_chr16_78980508_HPV16_3205
3687-SS-1,CLEC3A,chr16,78980508,HPV16,3205,E2,8,10,+,-,Survirus,left_one,neargenes,3687-SS-1_HPV16,3687-SS-1_CLEC3A,3687-SS-1_chr16_78980508,18,CLEC3A_chr16_78980508_left_one_HPV16_3205,3687-SS-1_CLEC3A_chr16_78980508_HPV16_3205
3687-SS-1,MAF,chr16,78980508,HPV16,3205,E2,8,10,+,-,Survirus,right_one,neargenes,3687-SS-1_HPV16,3687-SS-1_MAF,3687-SS-1_chr16_78980508,18,MAF_chr16_78980508_right_one_HPV16_3205,3687-SS-1_MAF_chr16_78980508_HPV16_3205
3687-SS-1,VAT1L,chr16,78980508,HPV16,3205,E2,8,10,+,-,Survirus,left_two,neargenes,3687-SS-1_HPV16,3687-SS-1_VAT1L,3687-SS-1_chr16_78980508,18,VAT1L_chr16_78980508_left_two_HPV16_3205,3687-SS-1_VAT1L_chr16_78980508_HPV16_3205
3687-SS-1,LINC01229,chr16,78980508,HPV16,3205,E2,8,10,+,-,Survirus,right_two,neargenes,3687-SS-1_HPV16,3687-SS-1_LINC01229,3687-SS-1_chr16_78980508,18,LINC01229_chr16_78980508_right_two_HPV16_3205,3687-SS-1_LINC01229_chr16_78980508_HPV16_3205
3687-SS-11,KIAA0895L,chr16,67176975,HPV16,5756,L1,4,7,-,-,Survirus,integration,neargenes,3687-SS-11_HPV16,3687-SS-11_KIAA0895L,3687-SS-11_chr16_67176975,11,KIAA0895L_chr16_67176975_integration_HPV16_5756,3687-SS-11_KIAA0895L_chr16_67176975_HPV16_5756
3687-SS-11,NOL3,chr16,67176975,HPV16,5756,L1,4,7,-,-,Survirus,left_one,neargenes,3687-SS-11_HPV16,3687-SS-11_NOL3,3687-SS-11_chr16_67176975,11,NOL3_chr16_67176975_left_one_HPV16_5756,3687-SS-11_NOL3_chr16_67176975_HPV16_5756
3687-SS-11,EXOC3L1,chr16,67176975,HPV16,5756,L1,4,7,-,-,Survirus,right_one,neargenes,3687-SS-11_HPV16,3687-SS-11_EXOC3L1,3687-SS-11_chr16_67176975,11,EXOC3L1_chr16_67176975_right_one_HPV16_5756,3687-SS-11_EXOC3L1_chr16_67176975_HPV16_5756
3687-SS-11,E2F4,chr16,67176975,HPV16,5756,L1,4,7,-,-,Survirus,left_two,neargenes,3687-SS-11_HPV16,3687-SS-11_E2F4,3687-SS-11_chr16_67176975,11,E2F4_chr16_67176975_left_two_HPV16_5756,3687-SS-11_E2F4_chr16_67176975_HPV16_5756
3687-SS-11,HSF4,chr16,67176975,HPV16,5756,L1,4,7,-,-,Survirus,right_two,neargenes,3687-SS-11_HPV16,3687-SS-11_HSF4,3687-SS-11_chr16_67176975,11,HSF4_chr16_67176975_right_two_HPV16_5756,3687-SS-11_HSF4_chr16_67176975_HPV16_5756
3687-SS-1,WWOX,chr16,78980219,HPV16,2582,E1,3,3,-,+,Survirus,integration,neargenes,3687-SS-1_HPV16,3687-SS-1_WWOX,3687-SS-1_chr16_78980219,6,WWOX_chr16_78980219_integration_HPV16_2582,3687-SS-1_WWOX_chr16_78980219_HPV16_2582
3687-SS-1,CLEC3A,chr16,78980219,HPV16,2582,E1,3,3,-,+,Survirus,left_one,neargenes,3687-SS-1_HPV16,3687-SS-1_CLEC3A,3687-SS-1_chr16_78980219,6,CLEC3A_chr16_78980219_left_one_HPV16_2582,3687-SS-1_CLEC3A_chr16_78980219_HPV16_2582
3687-SS-1,MAF,chr16,78980219,HPV16,2582,E1,3,3,-,+,Survirus,right_one,neargenes,3687-SS-1_HPV16,3687-SS-1_MAF,3687-SS-1_chr16_78980219,6,MAF_chr16_78980219_right_one_HPV16_2582,3687-SS-1_MAF_chr16_78980219_HPV16_2582
3687-SS-1,VAT1L,chr16,78980219,HPV16,2582,E1,3,3,-,+,Survirus,left_two,neargenes,3687-SS-1_HPV16,3687-SS-1_VAT1L,3687-SS-1_chr16_78980219,6,VAT1L_chr16_78980219_left_two_HPV16_2582,3687-SS-1_VAT1L_chr16_78980219_HPV16_2582
3687-SS-1,LINC01229,chr16,78980219,HPV16,2582,E1,3,3,-,+,Survirus,right_two,neargenes,3687-SS-1_HPV16,3687-SS-1_LINC01229,3687-SS-1_chr16_78980219,6,LINC01229_chr16_78980219_right_two_HPV16_2582,3687-SS-1_LINC01229_chr16_78980219_HPV16_2582
2536-KZ-10-FS,VMP1,chr17,59839450,HPV16,6126,L1,645,1109,+,-,Survirus,integration,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_VMP1,2536-KZ-10-FS_chr17_59839450,1754,VMP1_chr17_59839450_integration_HPV16_6126,2536-KZ-10-FS_VMP1_chr17_59839450_HPV16_6126
2536-KZ-10-FS,MIR21,chr17,59839450,HPV16,6126,L1,645,1109,+,-,Survirus,left_one,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_MIR21,2536-KZ-10-FS_chr17_59839450,1754,MIR21_chr17_59839450_left_one_HPV16_6126,2536-KZ-10-FS_MIR21_chr17_59839450_HPV16_6126
2536-KZ-10-FS,TUBD1,chr17,59839450,HPV16,6126,L1,645,1109,+,-,Survirus,right_one,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_TUBD1,2536-KZ-10-FS_chr17_59839450,1754,TUBD1_chr17_59839450_right_one_HPV16_6126,2536-KZ-10-FS_TUBD1_chr17_59839450_HPV16_6126
2536-KZ-10-FS,RPS6KB1,chr17,59839450,HPV16,6126,L1,645,1109,+,-,Survirus,left_two,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_RPS6KB1,2536-KZ-10-FS_chr17_59839450,1754,RPS6KB1_chr17_59839450_left_two_HPV16_6126,2536-KZ-10-FS_RPS6KB1_chr17_59839450_HPV16_6126
2536-KZ-10-FS,PTRH2,chr17,59839450,HPV16,6126,L1,645,1109,+,-,Survirus,right_two,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_PTRH2,2536-KZ-10-FS_chr17_59839450,1754,PTRH2_chr17_59839450_right_two_HPV16_6126,2536-KZ-10-FS_PTRH2_chr17_59839450_HPV16_6126
4165-SS-24,9-Sep,chr17,77267038,HPV16,1545,E1,8,13,+,-,Survirus,integration,neargenes,4165-SS-24_HPV16,4165-SS-24_9-Sep,4165-SS-24_chr17_77267038,21,9-Sep_chr17_77267038_integration_HPV16_1545,4165-SS-24_9-Sep_chr17_77267038_HPV16_1545
4165-SS-24,SEC14L1,chr17,77267038,HPV16,1545,E1,8,13,+,-,Survirus,left_one,neargenes,4165-SS-24_HPV16,4165-SS-24_SEC14L1,4165-SS-24_chr17_77267038,21,SEC14L1_chr17_77267038_left_one_HPV16_1545,4165-SS-24_SEC14L1_chr17_77267038_HPV16_1545
4165-SS-24,MIR4316,chr17,77267038,HPV16,1545,E1,8,13,+,-,Survirus,right_one,neargenes,4165-SS-24_HPV16,4165-SS-24_MIR4316,4165-SS-24_chr17_77267038,21,MIR4316_chr17_77267038_right_one_HPV16_1545,4165-SS-24_MIR4316_chr17_77267038_HPV16_1545
4165-SS-24,SNHG20,chr17,77267038,HPV16,1545,E1,8,13,+,-,Survirus,left_two,neargenes,4165-SS-24_HPV16,4165-SS-24_SNHG20,4165-SS-24_chr17_77267038,21,SNHG20_chr17_77267038_left_two_HPV16_1545,4165-SS-24_SNHG20_chr17_77267038_HPV16_1545
4165-SS-24,MIR6516,chr17,77267038,HPV16,1545,E1,8,13,+,-,Survirus,right_two,neargenes,4165-SS-24_HPV16,4165-SS-24_MIR6516,4165-SS-24_chr17_77267038,21,MIR6516_chr17_77267038_right_two_HPV16_1545,4165-SS-24_MIR6516_chr17_77267038_HPV16_1545
2536-KZ-34-FS,HEXDC,chr17,82428263,HPV16,896,E1,1,2,+,-,Survirus,integration,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_HEXDC,2536-KZ-34-FS_chr17_82428263,3,HEXDC_chr17_82428263_integration_HPV16_896,2536-KZ-34-FS_HEXDC_chr17_82428263_HPV16_896
2536-KZ-34-FS,OGFOD3,chr17,82428263,HPV16,896,E1,1,2,+,-,Survirus,left_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_OGFOD3,2536-KZ-34-FS_chr17_82428263,3,OGFOD3_chr17_82428263_left_one_HPV16_896,2536-KZ-34-FS_OGFOD3_chr17_82428263_HPV16_896
2536-KZ-34-FS,C17orf62,chr17,82428263,HPV16,896,E1,1,2,+,-,Survirus,right_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_C17orf62,2536-KZ-34-FS_chr17_82428263,3,C17orf62_chr17_82428263_right_one_HPV16_896,2536-KZ-34-FS_C17orf62_chr17_82428263_HPV16_896
2536-KZ-34-FS,UTS2R,chr17,82428263,HPV16,896,E1,1,2,+,-,Survirus,left_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_UTS2R,2536-KZ-34-FS_chr17_82428263,3,UTS2R_chr17_82428263_left_two_HPV16_896,2536-KZ-34-FS_UTS2R_chr17_82428263_HPV16_896
2536-KZ-34-FS,TEX19,chr17,82428263,HPV16,896,E1,1,2,+,-,Survirus,right_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_TEX19,2536-KZ-34-FS_chr17_82428263,3,TEX19_chr17_82428263_right_two_HPV16_896,2536-KZ-34-FS_TEX19_chr17_82428263_HPV16_896
2536-KZ-34-FS,HEXDC,chr17,82442391,HPV16,7013,L1,2,2,+,-,Survirus,integration,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_HEXDC,2536-KZ-34-FS_chr17_82442391,4,HEXDC_chr17_82442391_integration_HPV16_7013,2536-KZ-34-FS_HEXDC_chr17_82442391_HPV16_7013
2536-KZ-34-FS,OGFOD3,chr17,82442391,HPV16,7013,L1,2,2,+,-,Survirus,left_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_OGFOD3,2536-KZ-34-FS_chr17_82442391,4,OGFOD3_chr17_82442391_left_one_HPV16_7013,2536-KZ-34-FS_OGFOD3_chr17_82442391_HPV16_7013
2536-KZ-34-FS,C17orf62,chr17,82442391,HPV16,7013,L1,2,2,+,-,Survirus,right_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_C17orf62,2536-KZ-34-FS_chr17_82442391,4,C17orf62_chr17_82442391_right_one_HPV16_7013,2536-KZ-34-FS_C17orf62_chr17_82442391_HPV16_7013
2536-KZ-34-FS,UTS2R,chr17,82442391,HPV16,7013,L1,2,2,+,-,Survirus,left_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_UTS2R,2536-KZ-34-FS_chr17_82442391,4,UTS2R_chr17_82442391_left_two_HPV16_7013,2536-KZ-34-FS_UTS2R_chr17_82442391_HPV16_7013
2536-KZ-34-FS,TEX19,chr17,82442391,HPV16,7013,L1,2,2,+,-,Survirus,right_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_TEX19,2536-KZ-34-FS_chr17_82442391,4,TEX19_chr17_82442391_right_two_HPV16_7013,2536-KZ-34-FS_TEX19_chr17_82442391_HPV16_7013
2536-KZ-10-FS,VMP1,chr17,59839454,HPV16,2174,E1,302,563,-,+,Survirus,integration,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_VMP1,2536-KZ-10-FS_chr17_59839454,865,VMP1_chr17_59839454_integration_HPV16_2174,2536-KZ-10-FS_VMP1_chr17_59839454_HPV16_2174
2536-KZ-10-FS,MIR21,chr17,59839454,HPV16,2174,E1,302,563,-,+,Survirus,left_one,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_MIR21,2536-KZ-10-FS_chr17_59839454,865,MIR21_chr17_59839454_left_one_HPV16_2174,2536-KZ-10-FS_MIR21_chr17_59839454_HPV16_2174
2536-KZ-10-FS,TUBD1,chr17,59839454,HPV16,2174,E1,302,563,-,+,Survirus,right_one,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_TUBD1,2536-KZ-10-FS_chr17_59839454,865,TUBD1_chr17_59839454_right_one_HPV16_2174,2536-KZ-10-FS_TUBD1_chr17_59839454_HPV16_2174
2536-KZ-10-FS,RPS6KB1,chr17,59839454,HPV16,2174,E1,302,563,-,+,Survirus,left_two,neargenes,2536-KZ-10-FS_HPV16,2536-KZ-10-FS_RPS6KB1,2536-KZ-10-FS_chr17_59839454,865,RPS6KB1_chr17_59839454_left_two_HPV16_2174,2536-KZ-10-FS_RPS6KB1_chr17_59839454_HPV16_2174
